,Open Price,PM Beginning Price,PM High Price,Prior Day Price Action Trend,Premarket Move Change Classification,Premarket Move Time Classification,LOD move
1097,1.35,1.3,1.5,Slight Uptrend,Medium Retracement,Sudden Downmove,-0.1187500000000001
1098,3.84,2.45,4.25,Large Uptrend,Small Retracement,Sudden Downmove,-0.10172110236786322
1099,5.97,2.47,6.35,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.10843373493975898
1100,1.34,1.28,1.55,Sideways,Medium Retracement,Long Downtrend,-0.12543575316494407
1101,1.39,1.51,1.75,Downtrending,Full Retracement,Sudden Upmove to Fade,
1102,19.74,16.9,20.5,Slight Downtrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.062165058949624874
1103,1.59,1.45,2.02,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.048611111111111
1104,4.8,4.81,5.5,Uptrending,Full Retracement,Long Downtrend,-0.01986754966887414
1105,1.56,1.43,1.67,Large Uptrend,Medium Retracement,Long Downtrend,-0.03571428571428559
1106,5.0,8.5,10.5,Large Uptrend,Back to where it came from,Medium Downtrend,-0.007179487179487209
1107,1.41,1.5,1.79,Slight Downtrend,Full Retracement,Equal Uptrend/Downtrend,
1108,7.75,7.4,8.45,Uptrending,Medium Retracement,Medium Downtrend,-0.07320448816173195
1109,4.28,3.69,5.1,Slight Downtrend,Medium Retracement,Sudden Downmove,-0.2764227642276423
1110,1.7,1.55,1.94,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.15738099482973783
1111,3.9208,3.15,4.7,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.09655870999534592
1112,3.57,3.5,4.14,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.050445103857566745
1113,6.88,5.65,6.92,Downtrending,Barely Retraces,Sudden Downmove,-0.0472222222222222
1114,3.76,3.82,4.5,Sideways,Full Retracement,Medium Downtrend,-0.04475915078717773
1115,8.11,7.01,8.65,Sideways,Medium-Small Retracement,Medium Downtrend,0.0
1116,12.35,10.5,16.15,Uptrending,Medium Retracement,Long Downtrend,-0.10463121783876492
1117,3.1,2.64,4.46,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.1446945337620578
1118,4.95,4.0,5.75,Uptrending,Medium-Small Retracement,Long Downtrend,-0.2676056338028168
1119,5.68,4.25,6.33,Extreme Uptrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.035663531163294286
1120,19.61,15.08,18.15,Extreme Uptrend,Medium Retracement,Sudden Downmove,-0.18306150808162072
1121,6.5,6.2,7.2,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04324828873677654
1122,2.05,1.7,2.1,Downtrending,Small Retracement,Medium Uptrend then downmove,-0.024390243902439015
1123,2.63,2.19,2.85,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.04700854700854696
1124,6.85,5.91,7.2,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.1955709080584868
1125,2.4,2.12,2.5,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.025069637883008276
1126,16.25,14.6,16.9499,Sideways,Medium-Small Retracement,Long Downtrend,-0.020134228187919576
1127,4.5,4.2,4.802,Sideways,Medium Retracement,Sudden Downmove,-0.016161616161616175
1128,1.91,1.99,2.3,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.05586592178770954
1129,2.42,1.95,2.8,Sideways,Medium-Small Retracement,Long Downtrend,-0.023918396060499378
1130,2.85,2.85,3.33,Downtrending,Full Retracement,Medium Downtrend,-0.003802281368821212
1131,1.47,1.34,1.8547,Extreme Downtrend,Medium Retracement,Sudden Downmove,-0.16756756756756758
1132,5.35,5.25,7.45,Sideways,Full Retracement,Sudden Upmove to Fade,-0.005714524940866247
1133,2.1,1.9,2.31,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06392694063926946
1134,4.1,3.51,4.63,Downtrending,Medium Retracement,Long Downtrend,-0.034191235486114864
1135,5.94,5.75,7.0,Sideways,Full Retracement,Sudden Upmove to Fade,-0.11844660194174762
1136,3.75,3.15,3.8,Slight Downtrend,Barely Retraces,Medium Uptrend then downmove,-0.04330312185297076
1137,7.59,6.7,7.82,Large Uptrend,Small-Medium Retracement,Sudden Downmove,-0.00137741046831953
1138,1.85,1.59,2.005,Extreme Downtrend,Medium-Small Retracement,Sudden Downmove,-0.0060975609756097615
1139,8.34,7.67,10.0,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.05889884763124199
1140,3.73,3.26,4.01,Uptrending,Medium-Small Retracement,Sudden Downmove,-0.06826568265682656
1141,7.94,7.46,8.78,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.020558002936857517
1142,12.5,13.75,16.55,Sideways,Full Retracement,Long Downtrend,-0.05521704180064306
1143,11.2,7.77,14.46,Slight Uptrend,Medium-Small Retracement,Long Downtrend,-0.13214801061543271
1144,1.55,1.46,1.83,Sideways,Medium Retracement,Sudden Upmove to Fade,
1145,7.91,4.0,9.23,Sideways,Small Retracement,Medium Downtrend,-0.1740458015267175
1146,1.37,1.38,1.6,Sideways,Full Retracement,Medium Downtrend,0.0
1147,1.6,1.44,2.47,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.04827586206896556
1148,3.81,3.25,3.94,Slight Uptrend,Small-Medium Retracement,Medium Uptrend then downmove,-0.02696078431372546
1149,8.05,5.74,8.49,Extreme Uptrend,Small Retracement,Equal Uptrend/Downtrend,-0.06556096388438197
1150,6.18,7.31,8.65,Extreme Uptrend,Back to where it came from,Long Downtrend,-0.01703286155564474
1151,4.3,3.0,4.59,Sideways,Small Retracement,Sudden Downmove,-0.01999999999999997
1152,2.2,2.06,2.37,Sideways,Medium Retracement,Long Downtrend,-0.023474178403755788
1153,4.6,3.74,4.93,Extreme Downtrend,Medium-Small Retracement,Long Downtrend,-0.06764760318341656
1154,1.68,1.86,2.18,Large Uptrend,Full Retracement,Medium Downtrend,-0.03686890374823633
1155,4.75,3.75,5.65,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,0.0
1156,4.0,4.1,4.8,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.010416666666666676
1157,9.41,8.5,10.65,Sideways,Medium Retracement,Medium Downtrend,-0.016267441860465002
1158,1.94,1.63,2.17,Sideways,Medium-Small Retracement,Long Downtrend,-0.024523160762942742
1159,2.1,2.08,2.45,Slight Uptrend,Full Retracement,Medium Downtrend,-0.03883495145631071
1160,3.2,2.8,3.8,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.03508771929824565
1161,2.53,2.32,2.57,Sideways,Small-Medium Retracement,Sudden Upmove to Fade,-0.011935469767848697
1162,5.94,5.8,6.7,Sideways,Full Retracement,Medium Downtrend,-0.018937211981566813
1163,3.44,2.5,3.48,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.01742160278745654
1164,7.48,5.97,8.58,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.07918968692449362
1165,2.4,2.25,2.68,Sideways,Medium Retracement,Long Downtrend,-0.05022831050228305
1166,11.38,8.4,11.72,Extreme Uptrend,Barely Retraces,Sudden Upmove to Fade,-0.07215828268459856
1167,6.76,2.48,7.436,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.07711170759187458
1168,18.32,15.15,19.54,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.013297872340425532
1169,29.65,28.45,32.75,Slight Uptrend,Medium Retracement,Equal Uptrend/Downtrend,
1170,5.19,3.75,5.25,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.004035373916030006
1171,3.83,3.65,4.26,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.022346368715083817
1172,1.58,1.44,1.72,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.033112582781456984
1173,1.5,1.51,1.85,Sideways,Full Retracement,Sudden Upmove to Fade,-0.05109489051094895
1174,3.05,3.2,3.65,Slight Uptrend,Full Retracement,Long Downtrend,-0.02256670553535903
1175,5.97,5.5,6.26,Downtrending,Medium Retracement,Medium Uptrend then downmove,-0.048426443364071974
1176,1.9,1.81,2.15,Sideways,Medium Retracement,Equal Uptrend/Downtrend,
1177,1.17,1.28,1.54,Sideways,Full Retracement,Long Downtrend,-0.038369989526801866
1178,6.6,5.3,6.65,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.05683836589698051
1179,2.48,2.6,3.08,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,
1180,2.45,2.18,2.6,Slight Downtrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.10196750755163687
1181,9.0,9.25,10.75,Sideways,Full Retracement,Sudden Upmove to Fade,-0.02996254681647943
1182,1.67,1.4,1.79,Uptrending,Medium-Small Retracement,Medium Downtrend,-0.0871632329635499
1183,3.45,3.2,3.7,Uptrending,Medium Retracement,Long Downtrend,-0.022222222222222275
1184,1.97,1.38,2.03,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.0028169014084506445
1185,7.77,6.89,8.1,Slight Uptrend,Medium-Small Retracement,Long Uptrend then downmove,-0.0661599719847991
1186,9.15,7.98,9.4,Uptrending,Small-Medium Retracement,Sudden Downmove,-0.05274580335731412
1187,6.98,7.75,12.5,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.11762732335771323
1188,2.3,2.02,2.43,Uptrending,Medium-Small Retracement,Sudden Downmove,-0.02587519025875198
1189,8.37,7.15,8.5,Extreme Uptrend,Barely Retraces,Equal Uptrend/Downtrend,-0.011198024915290612
1190,7.01,5.03,7.42,Extreme Uptrend,Small Retracement,Sudden Downmove,-0.01946107784431136
1191,3.53,3.36,4.0,Sideways,Medium Retracement,Long Downtrend,-0.007750000000000071
1192,6.0322,5.14,6.05,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.01550792821048955
1193,11.31,10.3,11.89,Extreme Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.16692073170731705
1194,1.6,1.39,1.68,Sideways,Medium-Small Retracement,Sudden Downmove,-0.013333333333333345
1195,2.0,2.0,2.4,Sideways,Full Retracement,Equal Uptrend/Downtrend,
1196,5.43,4.04,5.51,Extreme Uptrend,Barely Retraces,Long Uptrend then downmove,-0.03887688984881203
1197,1.36,1.09,1.45,Slight Downtrend,Small-Medium Retracement,Medium Uptrend then downmove,-0.10887916210723791
1198,1.28,1.28,1.58,Slight Uptrend,Full Retracement,Medium Downtrend,-0.01886792452830182
1199,1.95,1.74,2.25,Sideways,Medium Retracement,Sudden Downmove,-0.011320754716981058
1200,11.5,8.7,13.0,Extreme Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.044879171461449804
1201,4.38,3.99,4.75,Large Uptrend,Medium Retracement,Medium Uptrend then downmove,-0.11199999999999997
1202,3.03,2.7,3.2,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.058952764555108034
1203,7.78,6.0,9.75,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.014265335235377982
1204,1.79,1.52,1.83,Slight Uptrend,Small Retracement,Medium Downtrend,-0.16796360589009945
1205,3.26,2.26,3.4246,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.11586901763224192
1206,18.0,15.0,18.23,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.07466496490108487
1207,2.5,2.35,2.8,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.019607843137254832
1208,14.0,12.0,14.7447,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.1933106575963719
1209,3.91,2.5,4.22,Uptrending,Small Retracement,Sudden Downmove,-0.011274934952298393
1210,2.4,2.35,2.75,Sideways,Full Retracement,Sudden Upmove to Fade,-0.010526315789473648
1211,1.56,1.5,1.75,Slight Uptrend,Medium Retracement,Long Downtrend,
1212,2.75,2.5,2.97,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.05460536638945543
1213,1.84,1.79,2.09,Downtrending,Full Retracement,Sudden Upmove to Fade,-0.028248587570621493
1214,3.58,2.95,4.0,Sideways,Medium-Small Retracement,Sudden Downmove,-0.13101604278074871
1215,2.96,2.5,3.12,Sideways,Medium-Small Retracement,Sudden Downmove,-0.030731951228893366
1216,2.94,1.91,3.25,Sideways,Small Retracement,Equal Uptrend/Downtrend,-0.0412499999999999
1217,5.6,3.87,6.5,Slight Downtrend,Medium-Small Retracement,Sudden Downmove,
1218,1.4,1.18,1.46,Sideways,Small-Medium Retracement,Medium Uptrend then downmove,-0.044918668855394736
1219,2.01,1.55,2.32,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.05368106798850907
1220,2.36,2.3,2.8,Downtrending,Full Retracement,Medium Uptrend then downmove,-0.004424778761061853
1221,3.91,3.45,5.22,Uptrending,Medium Retracement,Long Downtrend,-0.094211123723042
1222,6.85,8.15,9.75,Sideways,Back to where it came from,Sudden Upmove to Fade,-0.0634920634920634
1223,49.52,42.42,50.9,Extreme Uptrend,Small Retracement,Long Uptrend then downmove,-0.18033997118745243
1224,58.01,44.0,65.0,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.20667042465238636
1225,18.55,11.67,20.5001,Extreme Uptrend,Small Retracement,Sudden Downmove,-0.03915343915343926
1226,3.06,2.9,3.45,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.1494565217391305
1227,1.22,1.07,1.28,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.008235189940671092
1228,6.32,5.25,6.72,Uptrending,Medium-Small Retracement,Long Downtrend,-0.010791366906474751
1229,1.24,1.19,1.42,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.04237288135593224
1230,1.26,1.15,1.39,Sideways,Medium Retracement,Long Downtrend,-0.03000411015207561
1231,12.45,9.87,13.16,Uptrending,Small-Medium Retracement,Medium Uptrend then downmove,-0.05453173039748141
1232,1.65,1.38,2.07,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06445577134008652
1233,3.28,2.25,3.91,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.0793438232340141
1234,2.85,2.6,3.0,Downtrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.013559322033898317
1235,2.4,2.2,2.55,Sideways,Medium Retracement,Sudden Downmove,-0.0666666666666666
1236,3.31,3.0,3.84,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.0478327776352911
1237,1.62,1.49,2.18,Downtrending,Medium Retracement,Long Downtrend,-0.19333333333333336
1238,2.62,2.06,2.84,Sideways,Medium-Small Retracement,Long Uptrend then downmove,-0.22796352583586627
1239,1.77,1.6,1.98,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.09174356249094168
1240,3.66,3.65,4.45,Sideways,Full Retracement,Sudden Upmove to Fade,-0.07624293785310741
1241,3.3,2.19,3.29,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.02661596958174899
1242,5.25,6.0,7.0,Downtrending,,Medium Downtrend,-0.052930056710775095
1243,1.82,1.03,1.79,Downtrending,Barely Retraces,Medium Downtrend,
1244,2.78,2.05,2.89,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.031527754485997046
1245,15.32,13.0,16.49,Downtrending,Medium-Small Retracement,Sudden Downmove,-0.07643453122726666
1246,2.46,2.21,2.55,Extreme Downtrend,Medium-Small Retracement,Medium Downtrend,-0.05020920502092054
1247,2.2,1.92,2.34,Sideways,Medium-Small Retracement,Sudden Downmove,-0.030279042153176294
1248,3.17,3.2,3.63,Sideways,Full Retracement,Sudden Upmove to Fade,-0.049382716049382755
1249,5.14,3.72,5.15,Downtrending,Barely Retraces,Sudden Downmove,-0.052391799544419033
1250,2.6,1.97,3.02,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.13142857142857142
1251,4.39,3.98,4.69,Downtrending,Medium Retracement,Sudden Downmove,-0.0235294117647058
1252,18.94,15.55,21.45,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.02303080766028306
1253,1.29,1.14,1.38,Sideways,Medium-Small Retracement,Medium Downtrend,-0.004016064257028205
1254,3.5,2.5,3.8,Large Uptrend,Small-Medium Retracement,Sudden Downmove,-0.08696472363704967
1255,13.49,12.3,15.3,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.014195583596214489
1256,1.75,1.63,1.88,Extreme Downtrend,Medium Retracement,Sudden Downmove,-0.06701030927835046
1257,5.59,5.03,5.7,Extreme Uptrend,Small-Medium Retracement,Long Uptrend then downmove,-0.04106534136162358
1258,3.37,2.69,3.4523,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.08958837772397103
1259,2.3,2.32,2.7,Sideways,Full Retracement,Medium Downtrend,-0.004310344827586115
1260,5.5,5.0,6.0,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.31522887323943666
1261,12.5,9.8,12.7,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.085559076505206
1262,1.57,1.5,1.83,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.031645569620253194
1263,3.25,3.1,4.15,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.00569050969834185
1264,2.7,2.44,3.08,Slight Uptrend,Medium Retracement,Medium Downtrend,-0.028112449799196897
1265,2.84,1.3,3.59,Sideways,Small Retracement,Medium Uptrend then downmove,-0.027491408934707928
1266,3.08,2.7,3.34,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.02613155888265063
1267,6.05,4.95,7.34,Slight Uptrend,Medium Retracement,Medium Downtrend,-0.03712915260259365
1268,1.63,1.32,1.8,Sideways,Medium-Small Retracement,Sudden Downmove,-0.15555555555555553
1269,1.3,1.2,1.35,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.027029338807629862
1270,3.05,2.8,3.2,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.053537626343798043
1271,1.77,1.16,1.9,Sideways,Small Retracement,Sudden Downmove,-0.06849315068493142
1272,2.5,2.48,2.99,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,
1273,21.86,19.25,22.4,Extreme Uptrend,Small-Medium Retracement,Medium Uptrend then downmove,-0.10425958827946448
1274,28.58,23.9,28.74,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.059800664451827266
1275,23.73,18.36,24.9,Large Uptrend,Small Retracement,Medium Downtrend,-0.16127808255995957
1276,17.35,16.15,18.65,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.00234741784037556
1277,2.86,2.5,3.37,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.05299443160725782
1278,5.15,4.52,5.49,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.10683506220815443
1279,2.93,2.41,3.55,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.1017964071856288
1280,4.17,3.8,4.8,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.047634164537070776
1281,2.7,2.2,3.13,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.05271135062310541
1282,3.52,3.09,3.8,Extreme Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.025000000000000022
1283,2.96,1.8,3.38,Large Uptrend,Small Retracement,Sudden Downmove,-0.016393442622950914
1284,1.3,1.25,1.47,Sideways,Medium Retracement,Sudden Upmove to Fade,
1285,2.08,1.74,2.4,Uptrending,Medium Retracement,Long Downtrend,-0.11458333333333333
1286,9.03,7.98,9.3,Sideways,Small-Medium Retracement,Medium Uptrend then downmove,-0.010055865921787694
1287,2.16,1.89,2.58,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03555555555555559
1288,3.34,2.87,4.49,Sideways,Medium Retracement,Medium Downtrend,-0.06040268456375844
1289,4.75,4.3,5.78,Large Uptrend,Medium Retracement,Sudden Downmove,-0.09354691734011172
1290,4.04,3.0,4.4,Uptrending,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.18227848101265826
1291,1.11,1.01,1.28,Sideways,Medium Retracement,Long Downtrend,-0.05868421052631576
1292,5.65,5.1,6.38,Slight Downtrend,Medium Retracement,Long Downtrend,-0.06463878326996195
1293,1.92,1.63,2.02,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.00890802902483636
1294,18.25,15.25,19.0,Sideways,Small-Medium Retracement,Long Downtrend,-0.005681818181818262
1295,5.49,3.65,5.47,Large Uptrend,Barely Retraces,Sudden Downmove,-0.05250501002004003
1296,26.25,23.34,26.59,Uptrending,Barely Retraces,Medium Uptrend then downmove,-0.010992845925667467
1297,8.9,8.17,10.6,Sideways,Medium Retracement,Long Uptrend then downmove,-0.08712363869314545
1298,19.06,16.44,19.51,Uptrending,Small Retracement,Medium Uptrend then downmove,-0.06726221755123495
1299,2.15,1.8,2.5815,Sideways,Medium Retracement,Sudden Downmove,-0.017142857142857158
1300,1.4,1.44,1.75,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.13272197341295236
1301,1.4,2.98,3.47,Uptrending,Back to where it came from,Sudden Upmove to Fade,-0.0262065015036517
1302,2.39,1.98,2.66,Sideways,Medium-Small Retracement,Medium Downtrend,-0.02926346543518215
1303,2.45,1.98,2.7,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.1106588204061768
1304,6.7,6.01,7.74,Large Uptrend,Medium Retracement,Medium Downtrend,-0.03743377483443704
1305,1.55,1.47,2.14,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.11118165224982135
1306,7.3,7.32,11.0,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.1020092735703246
1307,5.8,5.28,7.49,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.10806451612903224
1308,3.3,2.42,3.65,Sideways,Small-Medium Retracement,Sudden Downmove,-0.03691275167785231
1309,21.5,25.0,29.42,Extreme Uptrend,Back to where it came from,Sudden Upmove to Fade,-0.12773277105759617
1310,6.22,6.51,7.45,Large Uptrend,Full Retracement,Medium Downtrend,-0.04752923425122602
1311,3.2,3.05,3.73,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.03582089552238809
1312,4.37,4.45,5.15,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.05957878139430122
1313,3.75,2.5,3.73,Uptrending,Barely Retraces,Sudden Downmove,-0.11304347826086959
1314,2.75,2.55,3.4,Sideways,Medium Retracement,Medium Downtrend,-0.0145035329118632
1315,2.1,1.92,2.31,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.041450777202072464
1316,1.2,1.18,1.38,Sideways,Full Retracement,Sudden Upmove to Fade,
1317,2.04,1.74,2.24,Large Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.14607972966802138
1318,2.68,1.95,3.11,Slight Uptrend,Medium-Small Retracement,Medium Downtrend,-0.10799238820171272
1319,2.38,2.89,3.41,Uptrending,Back to where it came from,Sudden Upmove to Fade,-0.02400000000000002
1320,3.36,3.18,3.69,Extreme Downtrend,Medium Retracement,Equal Uptrend/Downtrend,0.0
1321,1.3,1.17,1.49,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.039370078740157514
1322,11.15,9.6,11.4,Slight Downtrend,Small Retracement,Equal Uptrend/Downtrend,-0.0022172949002217607
1323,5.75,5.55,6.85,Large Uptrend,Full Retracement,Medium Downtrend,-0.10619469026548681
1324,7.62,7.0,9.15,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.06274007682458378
1325,2.15,2.0,2.5,Sideways,Medium Retracement,Equal Uptrend/Downtrend,
1326,2.16,1.33,2.43,Sideways,Small Retracement,Medium Uptrend then downmove,-0.02659574468085097
1327,1.2,1.1,1.34,Sideways,Medium Retracement,Sudden Upmove to Fade,
1328,7.75,7.05,8.3,Slight Downtrend,Medium Retracement,Equal Uptrend/Downtrend,-0.09835365158938132
1329,2.88,2.3,3.0,Slight Downtrend,Small Retracement,Medium Uptrend then downmove,-0.03377618591478913
1330,3.89,3.8,5.0,Sideways,Full Retracement,Sudden Upmove to Fade,-0.018691588785046745
1331,3.05,2.5,3.1,Sideways,Barely Retraces,Sudden Downmove,-0.01886792452830182
1332,1.53,1.45,1.64,Downtrending,Medium Retracement,Equal Uptrend/Downtrend,-0.012732348335262437
1333,1.95,1.7,2.0,Extreme Downtrend,Small Retracement,Equal Uptrend/Downtrend,-0.012987012987013056
1334,15.53,14.25,16.48,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06183185910316281
1335,1.25,1.17,1.59,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.0250577268451211
1336,4.42,3.01,4.38,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.04634751096700366
1337,2.46,1.75,2.79,Uptrending,Small-Medium Retracement,Sudden Downmove,-0.047794117647058945
1338,2.56,2.21,12.0,Sideways,Small-Medium Retracement,Sudden Upmove to Fade,-0.01746724890829696
1339,1.78,1.59,1.94,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03295128939828075
1340,3.4,2.85,3.55,Slight Uptrend,Small-Medium Retracement,Long Uptrend then downmove,-0.04932854673580644
1341,2.8,2.6,3.2,Uptrending,Medium Retracement,Long Downtrend,-0.11940298507462684
1342,3.43,3.01,4.85,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.04702584864528178
1343,4.01,3.58,4.45,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.1222222222222222
1344,3.05,2.65,3.17,Large Uptrend,Small-Medium Retracement,Sudden Downmove,-0.01151461470327715
1345,4.05,3.85,4.35,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.05149051490514907
1346,1.14,0.994,1.15,Uptrending,Barely Retraces,Equal Uptrend/Downtrend,-0.11987326174969203
1347,4.76,3.78,5.65,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.06582926829268289
1348,2.34,2.4,3.09,Large Uptrend,Full Retracement,Long Downtrend,-0.10203019260801678
1349,3.05,2.6,3.5,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.039426523297490995
1350,1.2,1.16,1.34,Sideways,Full Retracement,Sudden Upmove to Fade,-0.03321764997521072
1351,2.29,1.96,2.35,Sideways,Small Retracement,Equal Uptrend/Downtrend,-0.0776511493142748
1352,1.5,1.34,1.57,Uptrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.07211511750652821
1353,1.6,1.44,1.64,Slight Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.0729379686434901
1354,3.1,2.67,3.2,Uptrending,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.13249211356466875
1355,6.9,3.8,6.95,Sideways,Barely Retraces,Sudden Downmove,-0.07575757575757576
1356,4.8,3.26,5.0710000000000015,Sideways,Barely Retraces,Sudden Downmove,-0.07223476297968384
1357,1.33,1.13,1.4,Uptrending,Medium-Small Retracement,Long Uptrend then downmove,-0.0002520373015205973
1358,3.6,3.46,4.0,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.0031607099440799386
1359,1.23,1.12,1.45,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.034482758620689495
1360,2.42,2.51,2.95,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.03301886792452843
1361,4.18,4.3,4.95,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.12039582188015398
1362,20.45,19.7,22.7,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.03154372800061889
1363,6.39,5.95,6.85,Slight Downtrend,Medium Retracement,Long Downtrend,-0.01337295690936118
1364,2.7,2.43,2.8,Slight Downtrend,Medium-Small Retracement,Sudden Downmove,-0.019083969465648956
1365,1.95,1.62,2.29,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04419889502762435
1366,3.55,3.95,4.55,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.04285714285714283
1367,2.98,2.63,3.0,Slight Uptrend,Barely Retraces,Medium Downtrend,-0.07692307692307693
